callid,agentid,customerid,pickedup,duration,productsold,transaction_date
2111,10,480,1,64,1,2024-01-24
2112,1,669,1,209,1,2024-04-03
2113,0,232,0,0,0,2024-05-31
2114,2,968,1,100,0,2024-01-09
2115,9,523,1,183,0,2024-09-23
2116,2,619,1,204,1,2024-09-16
2117,3,91,1,171,0,2024-09-04
2118,9,938,1,161,0,2024-08-24
2119,6,908,0,0,0,2024-06-10
2120,1,382,1,236,0,2024-09-25
2121,6,43,0,0,0,2024-11-13
2122,5,222,1,187,1,2024-11-04
2123,6,212,1,172,0,2024-12-20
2124,7,329,1,181,0,2024-02-27
2125,9,512,1,220,0,2024-06-25
2126,10,116,1,156,1,2024-07-19
2127,10,265,0,0,0,2024-11-30
2128,10,301,0,0,0,2024-06-28
2129,1,293,1,128,0,2024-09-24
2130,4,806,1,204,0,2024-01-05
2131,10,961,1,204,0,2024-04-10
2132,3,594,1,178,0,2024-12-21
2133,0,369,1,217,0,2024-10-04
2134,0,182,0,0,0,2024-04-12
2135,9,258,0,0,0,2024-08-15
2136,4,990,1,210,0,2024-06-13
2137,3,748,1,212,0,2024-05-23
2138,9,634,1,113,0,2024-05-15
2139,4,230,1,109,0,2024-10-18
2140,5,248,1,205,0,2024-07-08
2141,5,337,0,0,0,2024-07-26
2142,8,312,1,181,0,2024-05-21
2143,10,597,0,0,0,2024-03-09
2144,2,855,1,159,1,2024-04-16
2145,0,981,1,130,0,2024-06-25
2146,1,974,0,0,0,2024-12-14
2147,4,969,1,255,0,2024-09-17
2148,6,397,1,168,0,2024-06-27
2149,0,264,0,0,0,2024-08-15
2150,1,657,0,0,0,2024-10-22
2151,6,879,1,131,0,2024-10-28
2152,10,389,1,199,1,2024-03-31
2153,7,235,1,173,0,2024-11-12
2154,2,306,1,194,1,2024-09-19
2155,10,939,0,0,0,2024-03-04
2156,6,288,1,151,0,2024-04-02
2157,3,224,1,184,0,2024-05-04
2158,4,174,1,125,0,2024-10-17
2159,6,53,1,85,1,2024-10-27
2160,0,3,1,230,0,2024-11-10
2161,9,30,0,0,0,2024-11-12
2162,2,709,0,0,0,2024-03-29
2163,6,539,1,151,1,2024-02-17
2164,10,710,0,0,0,2024-07-11
2165,2,735,0,0,0,2024-01-24
2166,9,764,0,0,0,2024-08-23
2167,8,576,1,257,0,2024-01-31
2168,9,927,1,119,0,2024-10-10
2169,1,998,0,0,0,2024-05-27
2170,9,383,0,0,0,2024-11-11
2171,7,614,1,222,1,2024-03-23
2172,8,173,1,156,1,2024-07-17
2173,7,539,1,194,0,2024-12-08
2174,1,48,0,0,0,2024-08-17
2175,1,571,1,130,1,2024-04-10
2176,5,769,1,155,0,2024-04-02
2177,3,361,1,205,0,2024-01-20
2178,2,941,1,270,0,2024-08-04
2179,7,547,1,187,1,2024-07-11
2180,7,432,1,224,0,2024-09-28
2181,5,956,1,202,0,2024-06-18
2182,8,211,1,212,1,2024-10-21
2183,1,485,1,189,0,2024-08-01
2184,10,707,1,234,0,2024-06-19
2185,1,862,1,163,0,2024-08-26
2186,1,221,1,181,0,2024-04-14
2187,5,547,0,0,0,2024-03-05
2188,0,531,1,128,1,2024-12-24
2189,10,358,1,127,0,2024-08-17
2190,5,390,1,229,0,2024-04-17
2191,1,948,1,189,0,2024-08-29
2192,10,16,1,171,1,2024-09-07
2193,6,990,1,90,0,2024-01-27
2194,2,870,1,223,0,2024-07-24
2195,0,831,1,119,0,2024-08-03
2196,0,636,0,0,0,2024-06-08
2197,0,941,1,207,0,2024-05-26
2198,6,850,1,176,0,2024-05-31
2199,1,180,1,171,0,2024-07-27
2200,1,256,1,167,0,2024-01-30
2201,0,470,0,0,0,2024-07-05
2202,4,608,1,123,1,2024-07-13
2203,1,567,0,0,0,2024-07-17
2204,10,949,1,292,1,2024-11-14
2205,9,454,1,156,0,2024-04-03
2206,4,545,1,198,0,2024-07-15
2207,1,248,1,255,1,2024-04-14
2208,8,343,0,0,0,2024-07-29
2209,4,685,0,0,0,2024-03-09
2210,10,657,1,202,0,2024-06-10
2211,4,813,1,257,0,2024-08-27
2212,8,182,1,179,0,2024-08-03
2213,3,302,1,148,1,2024-01-24
2214,8,45,1,273,0,2024-09-20
2215,4,466,1,179,0,2024-07-02
2216,9,121,1,101,0,2024-08-08
2217,0,776,1,126,0,2024-08-14
2218,10,46,1,67,0,2024-10-09
2219,1,733,1,221,0,2024-04-16
2220,4,335,1,156,0,2024-08-18
2221,7,792,1,99,1,2024-01-07
2222,8,661,1,139,0,2024-10-01
2223,7,414,1,213,0,2024-12-14
2224,0,482,1,191,0,2024-10-24
2225,10,176,1,249,0,2024-02-27
2226,6,14,1,214,1,2024-10-18
2227,4,599,1,140,0,2024-12-31
2228,10,449,0,0,0,2024-10-01
2229,4,630,0,0,0,2024-03-26
2230,9,949,0,0,0,2024-05-17
2231,10,89,0,0,0,2024-05-12
2232,1,722,1,190,0,2024-08-20
2233,5,384,0,0,0,2024-05-06
2234,6,508,0,0,0,2024-04-18
2235,3,703,0,0,0,2024-04-14
2236,8,962,1,277,0,2024-04-15
2237,10,238,1,163,0,2024-05-19
2238,1,999,1,219,1,2024-01-20
2239,3,332,1,156,0,2024-04-26
2240,2,896,0,0,0,2024-04-04
2241,10,89,1,191,1,2024-08-12
2242,8,819,0,0,0,2024-08-17
2243,0,193,1,170,0,2024-01-17
2244,10,733,1,111,0,2024-04-15
2245,3,264,0,0,0,2024-11-07
2246,5,111,0,0,0,2024-06-24
2247,8,366,1,214,0,2024-01-09
2248,8,405,1,160,1,2024-04-08
2249,8,919,0,0,0,2024-06-08
2250,9,962,1,134,0,2024-12-13
2251,9,342,1,183,0,2024-09-03
2252,5,364,1,211,0,2024-04-27
2253,5,512,1,302,0,2024-03-30
2254,5,840,0,0,0,2024-10-18
2255,0,197,1,218,0,2024-04-20
2256,2,996,1,184,0,2024-08-03
2257,10,267,0,0,0,2024-11-13
2258,3,154,1,194,0,2024-09-07
2259,2,782,0,0,0,2024-12-10
2260,9,962,1,132,0,2024-11-28
2261,4,229,1,187,0,2024-01-14
2262,2,881,0,0,0,2024-08-14
2263,8,974,1,251,0,2024-10-21
2264,1,72,0,0,0,2024-11-11
2265,0,638,1,150,0,2024-04-10
2266,3,774,0,0,0,2024-04-29
2267,8,438,1,212,0,2024-12-20
2268,10,206,1,273,1,2024-07-22
2269,2,102,1,194,0,2024-05-18
2270,6,997,1,173,0,2024-07-13
2271,0,47,0,0,0,2024-06-02
2272,2,984,0,0,0,2024-07-14
2273,10,467,1,176,0,2024-01-01
2274,9,461,0,0,0,2024-09-11
2275,0,356,1,165,0,2024-08-23
2276,6,727,1,206,1,2024-09-07
2277,2,199,1,159,0,2024-07-04
2278,2,40,1,165,1,2024-12-29
2279,3,617,0,0,0,2024-10-30
2280,3,445,1,258,0,2024-03-19
2281,3,522,0,0,0,2024-09-16
2282,8,299,1,194,1,2024-07-12
2283,9,589,0,0,0,2024-03-19
2284,7,546,1,219,1,2024-02-02
2285,5,997,1,244,0,2024-08-29
2286,6,799,1,227,0,2024-12-16
2287,0,841,1,163,0,2024-04-01
2288,10,306,0,0,0,2024-07-24
2289,8,804,1,167,1,2024-09-09
2290,7,539,0,0,0,2024-07-13
2291,1,665,1,192,0,2024-07-12
2292,10,906,1,179,1,2024-12-21
2293,1,674,0,0,0,2024-04-06
2294,7,805,1,125,1,2024-10-25
2295,6,242,1,120,0,2024-06-11
2296,5,395,1,183,0,2024-07-30
2297,4,488,0,0,0,2024-02-17
2298,10,734,0,0,0,2024-11-21
2299,0,165,0,0,0,2024-07-28
2300,0,881,0,0,0,2024-10-07
2301,4,625,1,76,0,2024-03-03
2302,2,470,1,241,0,2024-11-27
2303,2,947,1,186,1,2024-10-25
2304,9,772,1,273,0,2024-05-14
2305,9,77,1,193,0,2024-03-24
2306,6,490,1,36,1,2024-05-24
2307,3,108,1,226,1,2024-06-22
2308,0,750,1,176,0,2024-08-23
2309,6,165,0,0,0,2024-10-21
2310,3,854,1,164,0,2024-12-08
2311,3,183,1,185,0,2024-03-22
2312,2,11,1,204,1,2024-10-06
2313,9,774,1,222,0,2024-09-28
2314,6,953,1,193,0,2024-02-23
2315,8,443,1,158,0,2024-03-02
2316,7,172,0,0,0,2024-07-10
2317,5,311,1,150,0,2024-08-09
2318,5,773,1,157,0,2024-08-31
2319,1,312,1,205,1,2024-01-30
2320,6,909,1,109,1,2024-08-22
2321,0,660,1,176,0,2024-08-18
2322,2,749,1,105,1,2024-01-21
2323,3,10,1,242,0,2024-12-09
2324,6,274,1,270,0,2024-09-04
2325,6,565,0,0,0,2024-10-25
2326,4,49,1,215,0,2024-12-20
2327,2,958,0,0,0,2024-12-11
2328,0,415,1,215,0,2024-05-26
2329,4,628,0,0,0,2024-10-24
2330,0,459,1,94,1,2024-08-11
2331,8,877,1,228,1,2024-12-09
2332,0,367,1,237,1,2024-11-23
2333,6,69,0,0,0,2024-02-15
2334,4,368,1,136,0,2024-08-09
2335,7,91,1,163,0,2024-08-31
2336,7,397,1,162,0,2024-10-30
2337,8,946,1,130,0,2024-02-15
2338,9,447,0,0,0,2024-09-09
2339,6,314,1,167,0,2024-02-03
2340,1,658,1,243,0,2024-09-07
2341,2,601,1,158,0,2024-07-25
2342,8,95,1,217,0,2024-11-07
2343,9,399,1,148,0,2024-02-20
2344,8,820,1,187,0,2024-07-07
2345,4,895,1,126,0,2024-04-22
2346,2,701,1,191,0,2024-10-19
2347,7,628,1,107,0,2024-06-15
2348,1,980,1,226,0,2024-12-15
2349,4,688,1,298,0,2024-04-18
2350,8,175,1,194,1,2024-11-06
2351,1,161,1,178,0,2024-05-29
2352,4,218,0,0,0,2024-10-08
2353,10,771,0,0,0,2024-10-14
2354,0,301,1,196,1,2024-12-30
2355,3,325,1,189,0,2024-08-24
2356,8,967,1,148,1,2024-11-12
2357,10,291,1,239,1,2024-02-13
2358,0,557,1,152,0,2024-12-11
2359,1,240,1,258,0,2024-05-19
2360,1,970,1,151,0,2024-02-05
2361,2,557,1,198,1,2024-11-28
2362,6,6,1,209,0,2024-03-04
2363,10,824,1,226,0,2024-12-10
2364,7,347,1,147,1,2024-08-24
2365,6,838,1,184,1,2024-03-15
2366,2,168,1,142,0,2024-06-08
2367,3,579,1,186,0,2024-08-21
2368,3,581,1,222,0,2024-06-25
2369,7,106,1,236,0,2024-03-10
2370,8,870,1,99,0,2024-10-02
2371,1,295,0,0,0,2024-02-28
2372,8,763,0,0,0,2024-07-19
2373,10,6,0,0,0,2024-11-23
2374,3,412,0,0,0,2024-12-05
2375,0,983,1,115,0,2024-06-15
2376,2,281,1,229,0,2024-08-24
2377,8,470,1,197,0,2024-07-31
2378,3,746,0,0,0,2024-12-22
2379,9,779,0,0,0,2024-09-05
2380,6,793,1,116,0,2024-04-04
2381,2,969,1,182,1,2024-06-01
2382,7,255,1,163,1,2024-09-01
2383,6,762,1,161,1,2024-09-29
2384,2,500,1,96,0,2024-01-01
2385,2,664,1,240,0,2024-10-14
2386,8,422,1,191,1,2024-03-01
2387,6,315,0,0,0,2024-09-04
2388,10,840,0,0,0,2024-03-22
2389,6,187,1,90,0,2024-02-22
2390,0,954,1,162,0,2024-09-27
2391,7,151,1,308,0,2024-04-14
2392,9,179,1,130,0,2024-10-30
2393,7,599,0,0,0,2024-02-12
2394,6,235,1,223,0,2024-02-18
2395,7,502,1,104,0,2024-01-10
2396,6,634,1,198,0,2024-07-24
2397,0,487,0,0,0,2024-11-29
2398,8,518,0,0,0,2024-06-10
2399,9,444,0,0,0,2024-03-20
2400,0,836,0,0,0,2024-04-04
2401,7,428,1,193,0,2024-11-05
2402,6,775,1,142,0,2024-10-24
2403,4,127,0,0,0,2024-04-14
2404,6,932,1,152,1,2024-12-02
2405,6,212,0,0,0,2024-03-02
2406,7,892,0,0,0,2024-01-26
2407,10,579,0,0,0,2024-08-22
2408,4,191,1,252,0,2024-07-31
2409,5,761,1,173,0,2024-02-28
2410,5,554,1,214,0,2024-08-08
2411,0,486,1,280,0,2024-07-07
2412,7,382,0,0,0,2024-10-09
2413,8,646,1,160,0,2024-09-19
2414,6,486,1,241,1,2024-11-16
2415,0,235,0,0,0,2024-03-04
2416,0,289,1,67,0,2024-01-09
2417,2,254,1,248,0,2024-08-02
2418,8,606,1,180,1,2024-07-24
2419,2,728,1,139,0,2024-03-31
2420,5,453,0,0,0,2024-12-15
2421,1,881,1,230,1,2024-02-18
2422,5,253,1,182,0,2024-05-08
2423,1,763,1,130,0,2024-12-10
2424,9,872,1,160,0,2024-11-20
2425,8,240,1,111,1,2024-08-23
2426,4,635,1,213,1,2024-03-08
2427,8,318,0,0,0,2024-06-02
2428,10,633,0,0,0,2024-01-14
2429,8,477,0,0,0,2024-07-03
2430,1,296,1,175,0,2024-12-01
2431,2,532,1,225,1,2024-06-09
2432,5,372,0,0,0,2024-05-29
2433,6,79,0,0,0,2024-02-16
2434,0,743,1,228,0,2024-07-07
2435,5,209,0,0,0,2024-11-07
2436,7,641,1,92,0,2024-12-16
2437,9,750,1,68,0,2024-01-01
2438,3,695,0,0,0,2024-01-23
2439,6,218,1,125,1,2024-08-22
2440,3,501,1,182,0,2024-11-10
2441,7,965,1,77,0,2024-06-11
2442,8,845,0,0,0,2024-11-02
2443,5,967,0,0,0,2024-04-29
2444,4,788,1,169,0,2024-05-03
2445,7,135,1,238,0,2024-07-02
2446,1,745,1,152,0,2024-10-20
2447,6,703,0,0,0,2024-12-15
2448,9,815,0,0,0,2024-01-27
2449,10,111,0,0,0,2024-09-28
2450,1,15,1,225,0,2024-03-30
2451,10,984,1,259,1,2024-02-16
2452,8,853,0,0,0,2024-01-02
2453,9,736,1,157,0,2024-10-20
2454,0,684,1,168,1,2024-02-15
2455,4,818,1,182,0,2024-01-11
2456,6,616,1,194,0,2024-11-20
2457,0,858,1,180,1,2024-06-22
2458,8,858,1,173,1,2024-03-24
2459,4,270,0,0,0,2024-04-28
2460,1,719,1,166,1,2024-12-03
2461,8,251,0,0,0,2024-06-01
2462,7,459,1,151,1,2024-11-09
2463,10,719,1,214,0,2024-06-03
2464,10,623,1,162,0,2024-06-01
2465,3,759,1,240,0,2024-03-13
2466,4,913,1,185,1,2024-11-04
2467,10,140,0,0,0,2024-05-30
2468,2,492,0,0,0,2024-04-19
2469,6,417,0,0,0,2024-12-20
2470,10,81,0,0,0,2024-02-20
2471,10,150,1,103,0,2024-03-26
2472,6,118,1,165,1,2024-12-06
2473,8,534,1,216,0,2024-01-03
2474,5,562,0,0,0,2024-07-16
2475,7,585,1,229,0,2024-04-30
2476,3,751,1,150,1,2024-01-26
2477,6,395,1,232,1,2024-07-01
2478,4,120,1,105,0,2024-01-30
2479,7,843,1,245,0,2024-05-23
2480,8,88,1,183,0,2024-07-04
2481,0,349,0,0,0,2024-10-08
2482,5,137,1,120,0,2024-09-08
2483,5,800,0,0,0,2024-01-23
2484,6,455,1,249,0,2024-05-30
2485,3,122,0,0,0,2024-09-25
2486,2,674,1,207,0,2024-09-01
2487,5,439,1,191,1,2024-11-09
2488,0,268,0,0,0,2024-02-02
2489,2,664,1,181,1,2024-09-05
2490,0,778,1,183,0,2024-12-30
2491,1,531,0,0,0,2024-02-16
2492,7,894,1,184,1,2024-12-17
2493,3,567,1,237,0,2024-04-21
2494,9,17,1,93,0,2024-05-14
2495,6,758,1,144,0,2024-11-01
2496,0,975,0,0,0,2024-01-03
2497,4,286,1,208,0,2024-09-13
2498,10,611,1,98,0,2024-08-28
2499,8,231,1,148,0,2024-06-04
2500,8,59,1,253,0,2024-01-07
2501,2,124,0,0,0,2024-09-21
2502,0,482,0,0,0,2024-06-23
2503,6,389,1,65,0,2024-07-13
2504,8,401,1,128,0,2024-03-29
2505,8,263,1,231,0,2024-03-05
2506,6,928,1,145,0,2024-01-19
2507,9,477,1,218,0,2024-01-18
2508,7,185,1,233,1,2024-02-04
2509,1,154,1,138,0,2024-01-10
2510,10,829,0,0,0,2024-07-15
2511,1,313,0,0,0,2024-11-23
2512,3,893,0,0,0,2024-04-07
2513,6,494,1,247,0,2024-02-15
2514,7,198,1,192,0,2024-11-30
2515,2,249,1,238,0,2024-09-07
2516,7,988,0,0,0,2024-06-23
2517,8,934,1,220,1,2024-08-25
2518,0,669,0,0,0,2024-08-10
2519,4,929,0,0,0,2024-07-20
2520,8,609,0,0,0,2024-12-10
2521,10,131,1,156,0,2024-12-17
2522,9,690,1,239,0,2024-12-31
2523,2,204,0,0,0,2024-06-29
2524,9,30,1,199,0,2024-10-23
2525,6,539,1,141,0,2024-02-03
2526,0,915,0,0,0,2024-02-22
2527,1,50,1,132,0,2024-04-20
2528,6,109,0,0,0,2024-10-14
2529,2,240,1,115,0,2024-06-22
2530,5,282,1,216,0,2024-03-10
2531,7,742,0,0,0,2024-10-02
2532,0,517,1,177,1,2024-01-06
2533,3,352,1,140,1,2024-03-05
2534,4,412,0,0,0,2024-12-07
2535,7,220,1,167,1,2024-10-19
2536,4,886,1,160,0,2024-06-06
2537,1,322,1,236,0,2024-07-07
2538,10,853,1,142,1,2024-03-02
2539,0,74,1,170,0,2024-11-19
2540,2,723,1,116,1,2024-05-01
2541,10,391,1,189,0,2024-11-21
2542,0,478,1,206,1,2024-02-24
2543,5,529,1,192,0,2024-08-20
2544,10,693,1,172,0,2024-08-13
2545,5,594,0,0,0,2024-05-10
2546,8,207,1,144,1,2024-10-25
2547,4,733,1,156,1,2024-06-03
2548,2,707,0,0,0,2024-04-10
2549,8,2,0,0,0,2024-02-14
2550,1,200,1,168,0,2024-06-07
2551,5,198,1,174,1,2024-03-27
2552,10,668,0,0,0,2024-08-20
2553,10,673,1,186,0,2024-10-09
2554,0,643,0,0,0,2024-12-29
2555,10,273,1,66,1,2024-02-15
2556,0,62,0,0,0,2024-07-25
2557,0,43,1,190,1,2024-06-04
2558,5,304,0,0,0,2024-09-29
2559,5,185,0,0,0,2024-01-03
2560,6,718,0,0,0,2024-11-29
2561,6,763,0,0,0,2024-09-17
2562,1,329,0,0,0,2024-07-05
2563,7,180,0,0,0,2024-12-16
2564,8,605,1,207,0,2024-06-28
2565,2,413,1,186,0,2024-04-25
2566,4,210,1,225,0,2024-10-25
2567,9,619,1,178,0,2024-08-01
2568,10,702,1,132,0,2024-02-25
2569,7,995,1,107,0,2024-02-07
2570,10,457,1,160,0,2024-09-09
2571,2,316,0,0,0,2024-05-23
2572,9,5,1,222,1,2024-01-19
2573,5,401,1,267,0,2024-12-28
2574,0,967,0,0,0,2024-03-28
2575,2,848,0,0,0,2024-01-18
2576,7,252,0,0,0,2024-08-08
2577,6,573,1,210,0,2024-05-28
2578,0,303,0,0,0,2024-08-05
2579,4,46,1,113,1,2024-02-05
2580,10,374,0,0,0,2024-04-24
2581,0,928,0,0,0,2024-05-03
2582,5,903,1,165,0,2024-04-12
2583,1,736,0,0,0,2024-09-09
2584,3,787,1,174,1,2024-05-14
2585,6,556,1,165,0,2024-07-22
2586,8,252,0,0,0,2024-10-04
2587,10,294,0,0,0,2024-03-26
2588,6,178,1,136,0,2024-02-12
2589,9,56,0,0,0,2024-09-17
2590,1,9,1,160,1,2024-02-17
2591,9,341,0,0,0,2024-05-12
2592,8,23,1,126,1,2024-06-27
2593,8,944,1,254,1,2024-07-18
2594,6,650,1,206,1,2024-06-19
2595,0,186,1,160,0,2024-08-01
2596,8,24,0,0,0,2024-11-17
2597,10,261,0,0,0,2024-11-11
2598,7,842,0,0,0,2024-04-29
2599,9,900,1,247,0,2024-05-25
2600,5,537,1,163,0,2024-08-27
2601,9,399,1,210,1,2024-07-27
2602,5,937,1,282,1,2024-06-08
2603,10,210,1,119,0,2024-07-15
2604,4,514,0,0,0,2024-09-09
2605,2,419,1,150,1,2024-07-21
2606,7,869,1,242,0,2024-02-06
2607,7,483,0,0,0,2024-06-13
2608,3,556,1,221,0,2024-01-12
2609,0,897,1,95,1,2024-08-21
2610,4,385,0,0,0,2024-02-17
2611,2,399,1,198,0,2024-10-19
2612,7,505,0,0,0,2024-05-09
2613,6,503,1,182,0,2024-01-15
2614,7,783,0,0,0,2024-05-31
2615,9,49,0,0,0,2024-03-03
2616,6,365,1,275,1,2024-02-26
2617,3,947,1,136,1,2024-07-25
2618,8,642,0,0,0,2024-02-02
2619,5,735,1,246,0,2024-08-30
2620,6,730,1,138,0,2024-11-26
2621,7,842,1,108,0,2024-06-21
2622,7,808,1,100,0,2024-04-11
2623,2,436,1,182,1,2024-08-02
2624,0,123,1,171,1,2024-03-18
2625,8,66,1,185,0,2024-01-11
2626,6,831,1,214,1,2024-06-05
2627,2,86,1,218,0,2024-02-07
2628,3,861,1,221,0,2024-07-23
2629,10,329,1,214,0,2024-01-04
2630,0,750,1,22,0,2024-06-01
2631,8,816,1,116,0,2024-01-07
2632,7,864,1,150,0,2024-01-19
2633,2,10,1,217,0,2024-10-11
2634,0,462,0,0,0,2024-10-25
2635,7,779,1,88,0,2024-10-11
2636,0,733,1,205,1,2024-07-28
2637,0,537,1,203,0,2024-09-26
2638,10,995,1,169,0,2024-03-13
2639,10,675,0,0,0,2024-02-09
2640,9,225,0,0,0,2024-05-09
2641,4,422,1,165,0,2024-06-16
2642,8,478,0,0,0,2024-02-13
2643,0,192,1,134,0,2024-09-17
2644,5,136,0,0,0,2024-11-10
2645,7,69,1,212,0,2024-11-08
2646,6,389,0,0,0,2024-10-01
2647,2,346,0,0,0,2024-01-22
2648,2,674,1,223,0,2024-07-10
2649,5,878,0,0,0,2024-10-14
2650,4,862,1,174,0,2024-04-06
2651,0,158,1,163,0,2024-09-28
2652,5,600,0,0,0,2024-05-07
2653,5,58,1,180,0,2024-04-15
2654,1,218,0,0,0,2024-03-16
2655,0,960,1,178,0,2024-08-07
2656,0,4,1,121,0,2024-04-18
2657,8,282,1,95,0,2024-12-25
2658,4,155,0,0,0,2024-01-01
2659,9,852,0,0,0,2024-01-27
2660,10,586,1,104,0,2024-08-12
2661,10,308,1,128,0,2024-06-19
2662,6,972,1,126,0,2024-05-20
2663,8,567,0,0,0,2024-02-07
2664,6,544,1,157,0,2024-04-24
2665,8,687,1,207,0,2024-03-23
2666,4,319,0,0,0,2024-06-26
2667,4,877,1,279,0,2024-02-22
2668,4,573,1,138,0,2024-09-27
2669,10,443,0,0,0,2024-12-15
2670,10,254,1,187,0,2024-02-18
2671,8,292,1,91,0,2024-10-19
2672,8,217,1,194,0,2024-09-06
2673,5,352,1,112,0,2024-11-24
2674,6,311,0,0,0,2024-11-02
2675,2,638,1,121,0,2024-10-25
2676,10,600,1,129,1,2024-01-25
2677,1,731,0,0,0,2024-04-23
2678,5,704,1,140,0,2024-04-27
2679,1,88,0,0,0,2024-08-18
2680,2,108,1,109,0,2024-06-18
2681,9,739,0,0,0,2024-08-31
2682,7,855,1,157,0,2024-07-30
2683,4,70,1,241,0,2024-09-22
2684,0,604,0,0,0,2024-02-16
2685,3,614,1,74,0,2024-04-14
2686,7,633,0,0,0,2024-12-02
2687,3,598,1,174,1,2024-05-20
2688,10,675,1,212,0,2024-09-11
2689,4,189,1,130,1,2024-10-10
2690,3,783,0,0,0,2024-02-29
2691,3,641,1,127,1,2024-03-02
2692,3,494,1,204,0,2024-05-31
2693,7,298,1,170,0,2024-12-28
2694,2,377,1,214,0,2024-05-10
2695,2,217,0,0,0,2024-10-27
2696,8,571,0,0,0,2024-11-24
2697,3,194,1,174,0,2024-12-16
2698,6,748,0,0,0,2024-02-19
2699,1,977,1,120,0,2024-09-17
2700,2,234,1,243,1,2024-10-21
2701,0,1,1,201,1,2024-04-22
2702,6,320,0,0,0,2024-08-15
2703,8,39,1,195,0,2024-05-24
2704,10,838,1,140,0,2024-06-30
2705,8,161,0,0,0,2024-07-29
2706,5,814,1,206,0,2024-04-23
2707,8,690,1,200,1,2024-07-26
2708,4,864,1,180,0,2024-12-03
2709,1,174,0,0,0,2024-10-05
2710,9,642,1,121,0,2024-07-30
2711,1,96,1,133,0,2024-08-16
2712,1,800,1,260,1,2024-06-27
2713,10,584,1,215,0,2024-07-24
2714,4,520,1,236,0,2024-03-11
2715,7,267,1,155,0,2024-11-14
2716,4,461,1,109,1,2024-01-17
2717,1,831,1,111,0,2024-10-20
2718,2,106,1,129,1,2024-02-13
2719,0,93,0,0,0,2024-07-02
2720,2,539,1,147,1,2024-04-05
2721,1,345,0,0,0,2024-10-03
2722,5,174,1,154,0,2024-09-15
2723,7,544,0,0,0,2024-01-08
2724,6,603,1,201,1,2024-08-01
2725,3,135,1,150,1,2024-04-14
2726,6,954,0,0,0,2024-09-19
2727,6,100,0,0,0,2024-12-17
2728,8,595,0,0,0,2024-02-02
2729,5,402,1,124,0,2024-04-08
2730,9,774,1,313,0,2024-07-04
2731,10,389,0,0,0,2024-02-26
2732,6,363,1,248,1,2024-07-10
2733,4,674,0,0,0,2024-12-30
2734,4,910,0,0,0,2024-03-29
2735,0,913,0,0,0,2024-02-27
2736,8,759,1,181,0,2024-11-24
2737,10,830,1,203,0,2024-11-22
2738,10,668,1,192,0,2024-04-09
2739,9,115,0,0,0,2024-11-27
2740,3,556,1,247,0,2024-08-21
2741,4,241,1,212,0,2024-11-10
2742,1,484,0,0,0,2024-05-05
2743,0,602,1,184,0,2024-05-11
2744,2,645,0,0,0,2024-07-15
2745,0,439,0,0,0,2024-09-17
2746,0,548,1,220,0,2024-10-27
2747,3,171,0,0,0,2024-02-23
2748,3,916,1,229,0,2024-12-21
2749,9,748,1,209,1,2024-06-05
2750,7,304,0,0,0,2024-11-26
2751,8,383,1,249,0,2024-12-29
2752,0,489,0,0,0,2024-05-14
2753,6,240,1,134,0,2024-03-19
2754,3,960,0,0,0,2024-01-07
2755,3,670,1,185,0,2024-11-03
2756,2,889,1,198,0,2024-10-07
2757,7,821,1,78,0,2024-11-12
2758,4,875,1,161,0,2024-01-29
2759,2,574,1,175,0,2024-09-25
2760,5,466,1,202,0,2024-10-18
2761,0,83,1,267,0,2024-07-02
2762,6,7,1,218,0,2024-08-13
2763,0,148,1,177,0,2024-08-06
2764,5,482,1,124,0,2024-08-06
2765,2,228,1,198,0,2024-07-05
2766,6,739,0,0,0,2024-06-30
2767,2,25,0,0,0,2024-02-25
2768,0,779,0,0,0,2024-08-06
2769,0,278,1,184,1,2024-06-18
2770,2,259,1,208,0,2024-07-05
2771,3,260,1,100,0,2024-12-08
2772,3,587,1,201,0,2024-08-06
2773,0,473,1,171,0,2024-04-06
2774,5,110,1,73,0,2024-02-08
2775,10,808,1,116,0,2024-01-25
2776,1,825,1,219,0,2024-12-28
2777,5,372,1,210,0,2024-09-24
2778,9,168,0,0,0,2024-11-19
2779,9,992,1,225,0,2024-12-01
2780,8,608,0,0,0,2024-01-06
2781,7,845,0,0,0,2024-08-17
2782,0,762,1,184,1,2024-11-02
2783,0,250,1,126,0,2024-01-25
2784,6,332,1,172,0,2024-09-30
2785,9,21,0,0,0,2024-11-19
2786,3,336,1,171,0,2024-06-18
2787,10,365,1,191,1,2024-04-13
2788,8,974,1,147,0,2024-08-22
2789,5,940,1,212,1,2024-05-21
2790,7,638,0,0,0,2024-01-14
2791,9,424,1,229,1,2024-09-23
2792,0,332,1,170,0,2024-08-03
2793,9,158,1,161,0,2024-08-13
2794,0,263,1,168,1,2024-07-09
2795,1,252,0,0,0,2024-01-25
2796,6,489,1,180,0,2024-10-30
2797,2,863,1,201,1,2024-08-27
2798,3,882,1,211,0,2024-05-31
2799,3,318,0,0,0,2024-08-21
2800,1,318,1,186,1,2024-09-13
2801,6,773,0,0,0,2024-09-29
2802,5,43,0,0,0,2024-03-21
2803,1,557,1,160,1,2024-04-30
2804,7,761,0,0,0,2024-08-01
2805,5,310,0,0,0,2024-04-20
2806,10,877,1,171,1,2024-12-19
2807,4,316,0,0,0,2024-09-07
2808,7,555,1,160,0,2024-12-29
